Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Santa Fe,820111100,ESCUELA NRO 1303 GENERAL JOSE DE SAN MARTIN,Estatal,Rural,   RUTA NACIONAL 19 - KM 12,S3017,342,4990090,33596,1740,0,0,9
Tierra del Fuego,940009801,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  ESC.Nº 21,Estatal,Urbano,AVENIDA PREFECTURA NAVAL ARGENTINA 111 CHEPACHEN CHACRA II,V9420,2964,443525,23289,2434,0,0,5
Buenos Aires,60217500,COLEGIO NUESTRA SEÑORA DEL ROSARIO,Privado,Urbano,CONGRESALES 2545  ,1613,11,4663-1740,31624,3565,0,0,4
Mendoza,500268908,TRABAJADORES DE LA EDUCACIÓN,Social/cooperativa,Urbano,25 de mayo y Mitre   ,5561,2622,489809,30370,4589,0,0,5
"Misiones,540108500,ESC. Nº 623 (F.J.C),Estatal,Rural,Pje. San Isidro; Lote N° 266   Pje. San Isidro; Lote Nº 266,N3355,3758,470279,34067,3191,0,0,3"
Formosa,340044000,EPEP Nº213 DR.EDUARDO GONZALEZ LELONG,Estatal,Urbano,DR. ESTEBAN .L.MARADONA  SAN ROQUE B° SAN ROQUE -RIVADAVIA Y FORTIN YUNKA S/N,P3626,,3704-083171,25830,4835,0,0,5
Santa Fe,820107400,ESCUELA NRO 1204 INGENIERO ENRIQUE MOSCONI,Estatal,Urbano,PASAJE 4 2221 CORONEL AGUIRRE ENTRE ROSARIO Y LINIERS,S2124,341,4921750,34746,2432,0,0,10
Santa Fe,820294400,E.E.S. ORIENTADA PART. INC. NRO 2044 SANTA ANA,Privado,Rural,SAN MARTIN 1437  ,S2253,3404,497082,28636,4496,0,0,4
Neuquén,580123200,CENTRO EDUCATIVO COMUNITARIO - ESCUELA DE GESTIÓN SOCIAL - NIVEL MEDIO,Privado,Rural,LOS CONDORES (PEHUENCO) 470 CENTRO CIVICO BIBLIOTECA POPULAR MAESTRO GALEANO,8345,11,30244042,20482,2962,0,0,3
Santiago del Estero,860220600,Instituto de Educación Superior SAN PIO DE PIETRELCINA,Privado,Urbano,España 1120 Centro España esq. Lorenzo Lugones,,,,31574,4073,0,0,6
Río Negro,620018900,ESCUELA DE EDUCACION ESPECIAL NRO.10 ROSARIO VERA PEÑALOZA,Estatal,Urbano,AV. DE LAS AMÉRICAS 125 CIUDAD DE CATRIEL ,R8307,299,4912540,33352,4801,0,0,4
Buenos Aires,60417300,JARDÍN DE INFANTES Nº907 DON JOSÉ DE SAN MARTIN,Estatal,Urbano,CAMBACERES 526  ,6450,2396,47-8443,27424,3835,0,0,5
San Luis,740064500,INSTITUTO PRIVADO SAN CAYETANO,Privado,Urbano,  LA PUNTA MANZANA 125 PARCELA 1 PREDIO COMERCIAL,D5700,,02652-15306115,27027,2562,0,0,6
Santiago del Estero,860219303,Agrupamiento 86103 Esc. N° 209,Estatal,Rural,   ,,,,29588,4848,0,0,9
Formosa,340106600,JIN N° 25 NIÑO JESUS - EPEP N° 312,Estatal,Rural,RUTA NACIONAL Nº 86   COLONIA SAN ISIDRO,P3621,3704,666394,33392,3935,0,0,9
Salta,660134005,JARDIN MATERNO INFANTIL BERTA CEREZO DE MAMANI ANEXO METAN,Estatal,Urbano,GUEMES OESTE 166 SAN MARTIN ,A4440,,,21873,3269,0,0,3
San Luis,740065607,ESCUELA PUBLICA DIGITAL ADULTOS N° 3 ANCHORENA,Estatal,Rural,17 DE OCTUBRE Y AV SAN LUIS   ,,,,34156,2715,0,0,10
Buenos Aires,60426100,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 ALMAFUERTE,Estatal,Rural,RUTA 205 KM.165 CUARTEL VI   LA FORTUNA,7265,2345,15-51-5834,20129,2922,0,0,5
Formosa,340106100,ESC.DE EDUC.PRIMARIA HNA.CLOTA CHARPENTIER,Privado,Urbano,  ALBERDI AYACUCHO Y VENEZUELA,P3628,,,33851,3559,0,0,7
Entre Ríos,300095900,DEL ZORZAL 45,Estatal,Rural,CAMINO VECINAL S/N  DISTRITO COSTA DE NOGOYA,E2840,,,30786,3285,0,0,8
Formosa,340117801,EPES AGRARIA N°2-ANEXO 1- EPEP N° 202,Estatal,Rural,RUTA PROVINCIAL Nº 9   EL BAÑADERO - A 60 KM APROX. DE VILLA DOS TRECE,P3603,S/N,S/N,24843,4298,0,0,3
Buenos Aires,60494100,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 GABRIELA MISTRAL,Estatal,Rural,RUTA 2 KM. 49 CTEL. VI circuns VI S/N  BUCHANAN,1983,221,491-5470,21218,2432,0,0,10
Mendoza,500174703,C.E.B.J.A. N° 3-127,Estatal,Rural,   MITRE S/N,M5589,261,0,19348,3895,0,0,8
Mendoza,500228611,C.E.B.J.A. Nº 3-235,Estatal,Rural,  Obrero Rurales de Santa Maria Posta Sanitaria,5529,261,6715759,21439,4843,0,0,10
Buenos Aires,60167000,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 CORONEL ESTOMBA,Estatal,Urbano,AVDA. 9 DE JULIO 214  ,7303,2283,46-1051,28486,4454,0,0,4
La Rioja,460089600,ESCUELA RURAL MUNICIPAL N°3,Estatal,Rural,   ,,,,32125,2712,0,0,7
Formosa,340048800,EPEP Nº252 GENDARMERIA  NACIONAL,Estatal,Rural,   RUTA NACIONAL N°86 DOCENTES ARGENTINOS,P3613,S/N,S/N,29276,4346,0,0,3
Mendoza,500149900,JUANA AZURDUY DE PADILLA,Estatal,Urbano,  PAULO VI CABO SAN SEBASTIAN S/N,M5501,261,4523838,29802,3462,0,0,9
Mendoza,500146700,DALINDA CODORNIU DE LACERNA,Estatal,Urbano,ACONCAGUA 155 LA COLONIA ,M5572,,02623 429837,32425,1920,0,0,3
Río Negro,620095900,JARDIN DE INFANTES INDEPENDIENTE NRO.100,Estatal,Urbano,URQUIZA Y MALVINAS  INDUSTRIAL ,R8363,2946,497599,18741,3858,0,0,10
Santa Fe,820128000,ESCUELA NRO 551 GENERAL JUAN LAVALLE,Estatal,Rural,   LA RESERVA,S3580,3482,494052,30881,3863,0,0,5
Tucumán,900021400,ESC. N° 367,Estatal,Rural,   LA HOYADA,T4105,,,34173,4964,0,0,7
San Juan,700084600,ESCUELA DE EDUCACIÓN SECUNDARIA JOSÉ MARÍA TORRES,Estatal,Rural,CALLE 9 S/N   ENTRE VIDART Y CALLEJON ANA DE ROMAN,J5427,264,4307794,27535,3447,0,0,4
Río Negro,620044200,CENTRO DE EDUCACION TECNICA NRO. 5 DON JAIME FELIPE MORANT,Estatal,Urbano,KURTZ SEEMANN 150 PORTAL DE LAS ROSAS EX CEM 95 - CCT 3,R8303,299,4980119,25604,3933,0,0,5
Río Negro,620031003,CENTRO DE EDUCACION BASICA PARA ADULTOS NRO.27,Estatal,Rural,TRAMONTI Y PRIMEROS POBLADORES   ESC. 34,R8364,2946,493525,24375,4704,0,0,10
Santa Fe,820467000,JARDIN DE INFANTES PART. INC. NRO 1510 CONCORDIA,Privado,Urbano,RIVADAVIA 1930  ESC. PRIMARIA NRO 1258,S3555,3408,496310,26871,2418,0,0,6
Mendoza,500100000,TOMAS PRISCO,Estatal,Urbano,  LA COLONIA DEFENSA,M5572,,02623-421454,21404,2825,0,0,10
Corrientes,180080600,ESCUELA Nº 799 MARIA ANGELICA ARBO DE BORJAS,Estatal,Rural,PEDRO RIOS S/N BO.CENTRO  03782-15405155 ,W3421,3782,15611726,33553,3223,0,0,8
La Rioja,460050800,ESC.N°082 RAUL ORIHUELA,Estatal,Rural,PASAJE NIÑO ALCALDE S/N° SANTA ROSA ,F5385,3826,481001 C/P,28192,4646,0,0,5
San Juan,700068500,ESCUELA TÉCNICA DE CAPACITACIÓN LABORAL JERÓNIMO LUIS DE CABRERA,Estatal,Urbano,RUTA PROVINCIAL N°12 KM 25  BASILIO NIEVAS ,J5401,264,4307712,27860,4470,0,0,5
Buenos Aires,60448500,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,AVDA. ZAPIOLA E/ JUJUY Y LA RIOJA 120  ,7240,2227,43-1440,31906,1581,0,0,6
Catamarca,100037900,ESCUELA N° 415 MAESTRO MIGUEL ÁNGEL ARÉVALO,Estatal,Rural,   OYOLA,K4235,,,34856,1600,0,0,10
Mendoza,500037100,ESCUELA N°1-632 MAESTRO ALBERTO DERANI,Estatal,Urbano,LA ARGENTINA 851 EL TOTORAL ,M5560,2622,424607,31725,4585,0,0,10
Misiones,540143105,NENI Nº 10 (Ext. ESC. Nº 726),Estatal,Urbano,MBORORE   ,3380,3751,15597705,20966,4972,0,0,10
Córdoba,140096600,INSTITUTO LA ASUNCION DE MARIA,Privado,Urbano,PASAJE CURA BROCHERO 189  ELENA,X5815,358,4881299,33308,4702,0,0,6
Jujuy,380070600,ASOCIACION CIVIL LA CASA DEL NIÑO RINCON DE VIDA,Estatal,Urbano,MANZANA 150 - LOTE 6  EL ARENAL 68 VIVIENDAS,Y4600,388,4058034,18349,4562,0,0,5
Santa Fe,820134300,E.E.S. ORIENTADA NRO 318 ANTÁRTIDA ARGENTINA,Estatal,Rural,ENTRE RIOS 513  ,S2222,3466,496197,30373,3946,0,0,4
Tucumán,900191900,ESC. MEDIA DE LA CRUZ,Estatal,Rural,   RUTA 304 GRAL. SAN MARTIN - KM 41 1/2,T4119,381,156900044,34221,2912,0,0,5
Río Negro,620090500,ESCUELA PRIMARIA NRO.363,Estatal,Urbano,YAPUR CHEHUEN S/N AEROCLUB PROYECTO DE JORNADA EXTENDIDA,R8422,2940,491259,19363,4809,0,0,5
Salta,660030100,JESUS DE LA DIVINA MISERICORDIA EX N° 921,Estatal,Urbano,MAESTRA TORANZO Y PROF. BELTRAME S/N°  MARTELL ,A4560,3873,424196,21129,2615,0,0,5
Buenos Aires,60285700,ESCUELA DE EDUCACIÓN PRIMARIA Nº120 HERMINIA L. BRUMANA,Estatal,Urbano,17 E/ 35 Y 36 170  ,1900,221,421-1179,33786,4578,0,0,7
Buenos Aires,60393200,JARDÍN DE INFANTES Nº905 MANUEL BELGRANO,Estatal,Urbano,AVDA. ALTE. BROWN-COLUMNA 192 192  ,1931,221,466-0150,23200,3594,0,0,7
Santiago del Estero,860003701,ANEXO ESCUELA N° 1106,Estatal,Rural,   SAN CARLOS,G4197,,,34129,2323,0,0,6
Santa Fe,820179000,CENTRO EDUCACION AGRICOLA 2 SIN NOMBRE,Estatal,Urbano,MENDOZA 3089 NUEVA ROMA ,S2170,3464,422566,32069,3353,0,0,7
Buenos Aires,60362700,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 LEOPOLDO LUGONES,Estatal,Rural,CUARTEL IV S/N  ,6740,2632,15-41-0880,34566,3207,0,0,9
Mendoza,500013000,DAVID ORTIZ,Estatal,Rural,CALLE 16 S/N  LOS CAMPAMENTOS,M5620,,02625-15419134,30307,2923,0,0,6
Salta,660118900,LA SAGRADA FAMILIA EX 2512,Estatal,Urbano,Roberto Romero S/N  Entre B° San Jorge y Virgen de las Mercedes ,A4421,387,154594938,28677,3075,0,0,7
San Juan,700041500,PROVINCIA DE LA PAMPA,Estatal,Urbano,AV.25 DE MAYO 776  ,J5460,264,4302058,21410,2857,0,0,10
Ciudad de Buenos Aires,20068500,INSTITUTO PRIVADO ARGENTINO JAPONES EN BUENOS AIRES,Privado,Urbano,YATAY 261 ALMAGRO ,C1184,11,4983-3310,23053,2623,0,0,7
Misiones,540063401,Aula Sat. Nº 01: ESC. ADULTOS Nº 20,Estatal,Urbano,AV. 147 6716 ITAEMBÉ MINÍ CALLE Nº155 Y Nº151- GUARDERIA MUNIC.-BºESPERANZA,N33000,376,154588218,34254,4847,0,0,7
Formosa,340069500,NEP Y FP Nº 24 MARTIN MIGUEL DE GUEMES,Estatal,Urbano,AYACUCHO Y THOMPSON  ITATI ,P3610,3718,422860,31259,4395,0,0,10
San Luis,740071700,ESCUELA PUBLICA AUTOGESTIONADA N° 12 MANUEL GARCÍA FERRE,Estatal,Urbano,   ,,,,29442,4799,0,0,7
Santa Fe,820346613,GRADO RADIAL VIII-ESCUELA NOCTURNA NRO 21,Estatal,Urbano,JULIO CORTAZAR 2449 BARRIO FEDERAL-PROMEBA ,S2300,,,23046,4992,0,0,5
Santiago del Estero,860162000,JARDIN MUNICIPAL N° 1 BLANCA NIEVES,Estatal,Urbano,EJERCITO ARGENTINO 106 SAN FRANCISCO ,G4200,385,4219181,22067,4919,0,0,9
San Luis,740058300,CENTRO EDUCATIVO N°13 ROSA BURGOS DE AGUIRRE,Estatal,Rural,BELGRANO S/N  Villa del Carmen,D5835,2656,494120,18697,4715,0,0,10
Santiago del Estero,860120500,ESCUELA Nº234 DR.BELISARIO SARAVIA,Estatal,Rural,LA ESTANCIA   ,G3752,,,34153,4146,0,0,6
Tucumán,900043600,ESC. N° 217 - ANGEL MARIA SORIA,Estatal,Rural,RUTA NAC. Nº40- KM. 4296   ,T4141,0,3815654761,32191,2742,0,0,8
Buenos Aires,60307300,INSTITUTO SUPERIOR FRAY MAMERTO ESQUIU,Privado,Urbano,PELLEGRINI ESQ. 3 s/n  ,1896,221,480-1167,26688,4970,0,0,6
Buenos Aires,60451800,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 ALMIRANTE GUILLERMO BROWN,Estatal,Rural, S/N  EL DESCANSO,7223,2241,15-68-8307,28316,2652,0,0,4
Santiago del Estero,860121800,ESCUELA Nº 837 INGENIERO MANUEL GALLARDO,Estatal,Urbano,RUTA NAC. Nº 9   Camino al Palomar,G4206,,,32505,3704,0,0,6
Santiago del Estero,860080100,ESCUELA N° 711,Estatal,Rural,POZO CAVADO   POZO CAVADO,G4354,,,26574,3919,0,0,3
Santiago del Estero,860177600,ESCUELA DE CAPACITACION LABORAL N° 12 PROF. DVINO A. PAZ,Estatal,Urbano,MITRE Y PEDRO LEON GALLO  CENTRO ,G4300,,,32451,2445,0,0,4
Ciudad de Buenos Aires,20099900,INSTITUTO COMPAÑIA DE MARIA,Privado,Urbano,CESPEDES 3172 COLEGIALES ,C1426,11,4552-3317/6628,26632,3871,0,0,7
Santa Fe,820432100,E.E.S. ORIENTADA NRO 526 PAULO FREIRE,Estatal,Rural,CALLE 3   ACAPULCO Y VERACRUZ CALLE 3 Y 8 - ESTACION JOSEFINA,S2403,3564,445511*3385,27340,3125,0,0,4
Tucumán,900227300,JARDIN MATERNO INFANTIL CHISPITA,Privado,Urbano,SAN MARTIN 3733  ,4000,381,4315346,23745,2989,0,0,8
Buenos Aires,60570900,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 BERNARDINO RIVADAVIA,Estatal,Urbano,SAN MARTIN 77  ,7130,2241,42-2313,33518,3250,0,0,3
Mendoza,500067900,VILLA 25 DE MAYO,Estatal,Rural,   RIVADAVIA Y CHACABUCO,M5615,260,4495189,26317,3523,0,0,4
Santiago del Estero,860214704,AGRUPAMIENTO Nº 86024 ESC Nº 840,Estatal,Rural,   LOMAS BLANCAS,G4200,,,27503,1590,0,0,10
Formosa,340011300,JARDIN DE INFANTES SAN MIGUEL,Privado,Urbano,FUERZA AEREA ARG. Y MASFERRER- SEC C  LA PAZ B° LA PAZ,P3600,370,154627201,22536,2008,0,0,9
Corrientes,180058500,ESCUELA Nº 122 PEDRO CRISTALDO,Estatal,Rural,sin datos 0 sin datos TRES CRUCES - 5TA. SECCIONES,W3403,0,0,31380,1778,0,0,9
Misiones,540130000,ESC. Nº 841,Estatal,Rural,RUTA PROV. N° 219   PJE. SANTA LUCIA,N3379,3755,15686104,28751,2326,0,0,7
Misiones,540132200,ESC. ESPECIAL Nº 33: HUELLAS DE FRONTERAS,Estatal,Urbano,AVDA. SAN MARTIN  CANTERAS AVDA. HOMERO JAUREGUI (ESC. 652),N3385,376,154674304/154630449,34226,2094,0,0,6
Santa Fe,820114501,AULA RADIAL I - JARDIN DE INFANTES PART. INC. NRO 1253,Privado,Urbano,BLAS PARERA 7740  ,S3000,342,4882505,29553,2890,0,0,8
Buenos Aires,60571400,JARDÍN DE INFANTES Nº906,Estatal,Urbano,HUSARES (E/IBARBOUDE Y ZALAZAR) 265  ,1688,11,4450-3672,31485,2037,0,0,5
Salta,660116900,CENTRO DE FORMACION PROFESIONAL N° 3165 ,Estatal,Urbano,AVENIDA BELGRANO 124 20 DE FEBRERO ,A4566,,,27486,2160,0,0,4
La Pampa,420077300,Centro de Apoyo Escolar,Estatal,Urbano,Calle 6 N° 991 esq. 23  El Molino ,L6360,2302,433459,20403,3037,0,0,4
Mendoza,500099100,DEL NIÑO JESUS,Privado,Urbano,ARISTOBULO DEL VALLE   ,M5560,2622,422473,23090,3662,0,0,3
Buenos Aires,60294000,ESCUELA ESPECIAL C.E.F.A (ESC. DE SORDOS E HIPOACUSTICO),Privado,Urbano,RODRIGUEZ PEÑA Y TIERRA DEL FUEGO 5690  ,7600,223,473-4450,27054,3565,0,0,6
Ciudad de Buenos Aires,20073703,JIN C NIÑOS LATINOAMERICANOS  DE 13 (ESC. PRIM. N° 18 DE 13),Estatal,Urbano,SAN PEDRO 4457 PARQUE AVELLANEDA ,C1439,11,4683-0777,28331,1580,0,0,4
San Juan,700045000,PROVINCIA DE CHUBUT,Estatal,Rural,SAN ISIDRO S/N   SAN ISIDRO,J5461,264,4302056,21899,3895,0,0,7
Ciudad de Buenos Aires,20076300,FELIX DE OLAZABAL,Estatal,Urbano,CNEL. RAMON L. FALCON 6702 LINIERS ,C1408,11,4641-0679,28171,2571,0,0,4
Santa Fe,820067600,ESCUELA NRO 923 MARTIN MIGUEL DE GUEMES,Estatal,Rural,   ESTANCIA SAN FRANCISCO - RUTA PROV.NRO 39,S3070,3408,420230,18059,2681,0,0,8
Buenos Aires,60046100,JARDÍN DE INFANTES MI NIDITO,Privado,Urbano,BAYLE 564  ,1706,11,4659-5340,20455,4452,0,0,7
Chubut,260053303,CENTRO DE PROMOCIÓN BARRIAL EVITA,Estatal,Urbano,Rivadavia  Centro ,U9000,297,4463999,32444,2564,0,0,9
Río Negro,620045400,ESCUELA DE EDUCACION BASICA PARA ADULTOS NRO.18,Estatal,Urbano,RODRIGUEZ PEÑA 904 VILLA MITRE ESP 9,R8138,2931,432601,24065,4632,0,0,8
Tucumán,900051300,ESC. N? 202 - GAUCHOS DE GUEMES,Estatal,Rural,   ISLA SAN JOSE SUD,T4142,0,3863401959,33412,2231,0,0,9
San Luis,740012501,ESC. N° 405 SOBERANIA NACIONAL,Estatal,Rural,   ,,266,4452000,24037,4026,0,0,9
Santa Fe,820096400,ESCUELA NRO 942 GENERAL J. J. A. DE ARENALES,Estatal,Rural,   COLONIA LA HIEDRA,S3061,3491,496160,30354,1751,0,0,8
Chaco,220018700,E.E.P. Nº 812 NICOLAS AVELLANEDA,Estatal,Rural,   LOTE 15-PJE.PPA.VERDE-KM.50-RUTA PROV.Nº 4-RUTA NAC.Nº 9,H3530,,,22166,3497,0,0,10
Buenos Aires,60459600,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 MARTÍN MIGUEL DE GÜEMES,Estatal,Rural,CUARTEL IV S/N  LA CARMEN,6015,2355,2491486,20281,3798,0,0,7
Buenos Aires,60476600,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 VICENTE LOPEZ,Estatal,Rural,R. PROV. 57 ESTACION PIÑEYRO S/N  CUARTEL II,7540,2926,15-41-0746,31797,1574,0,0,4
Mendoza,500126000,18 DE ABRIL,Estatal,Urbano,SAN ISIDRO 791  SAN ISIDRO Y ALEM,M5577,0,0,30789,2162,0,0,4
Córdoba,140108000,ATALIVA HERRERA,Estatal,Rural,CAMINO HOGAR DE ANCIANOS   COLONIA STA. RITA,X5121,3547,497632,24217,4035,0,0,7
Jujuy,380033800,ESCUELA N 352,Estatal,Rural,   ALFARCITO,Y4624,,,25055,4611,0,0,8
Buenos Aires,60012100,INSTITUTO CULTURAL ROCA,Privado,Urbano,RICHIERI 961  ,1686,11,4665-0257/0437,21768,2473,0,0,10
Santa Fe,820020106,C.E.P.A. NRO 177,Estatal,Urbano,SUCRE 1457 LA REPUBLICA ,S2000,341,4724510,33577,2708,0,0,8
Santiago del Estero,860206503,AGRUPAMIENTO Nº 86112 - ANEXO ESCUELA Nº393,Estatal,Rural,   EL ALBORDON,G4200,,,29516,2186,0,0,10
Buenos Aires,60054000,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 GENERAL SAN MARTIN,Estatal,Urbano,MAISON E/ DRAGO Y ROCHA 531  ,1712,11,4629-6909,24912,4198,0,0,10
Entre Ríos,300012200,FRANCISCO RAMIREZ 61,Estatal,Rural,ARROYO ESTEVEZ   TERCERA SECCION DE ISLAS,E3153,0,0,31508,2616,0,0,5
Santa Fe,820388000,INSTITUTO SUPERIOR DE EDUCACION TECNICA NRO 59,Estatal,Urbano,SAN LUIS 663  ,S2209,3476,470663,29914,3469,0,0,6
Córdoba,140079201,C.E.N.M.A. COSQUIN ANEXO VALLE HERMOSO,Estatal,Urbano,GOBERNADOR NUÑEZ  CENTRO VALLE HERMOSO,X5168,3548,471877,28904,2018,0,0,5
Formosa,340085504,NEP Y FP Nº 30 - CENTRO COM.VIRGEN DE LA ESPERANZA,Estatal,Urbano,CORDOBA S/N  CENTRO COMUNITARIO VIRGEN DE LA ESPERANZA,P3600,3704,653587,32337,2482,0,0,7
Tucumán,900076600,COL. DEL SANTISIMO ROSARIO,Privado,Urbano,BELGRANO 82  ,T4142,0,03863-426379,18887,3449,0,0,3
Mendoza,500245800,EDUARDO GALEANO,Estatal,Rural,   CARRIL SAN PEDRO Y LAS PIEDRITAS,M5589,261,5700262,31636,2007,0,0,4
Santa Cruz,780031900,COLEGIO PROV. DE EDUCACION SECUNDARIA Nº 32,Estatal,Rural,SAN MARTIN S/N   ,Z9019,297,4993871,29978,3300,0,0,3
Santa Fe,820406901,NUCLEO I - JARDIN DE INFANTES NRO 252 GRACIELA MOISO,Estatal,Urbano,   CAMPO NICOLI,S2453,3401,471166,19157,1813,0,0,10
Buenos Aires,60124100,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 NICOLAS AVELLANEDA,Estatal,Rural, S/N  EL MATE,6663,2345,428517,29706,4083,0,0,3
Santiago del Estero,860009000,ESCUELA Nº 358 / JI 875,Estatal,Rural,EL ROSADO   POR RUTA PCIAL.N 176 ENTRANDO 7 KM POR CAMINO VECINAL,G4197,,,33410,4433,0,0,7
Jujuy,380010400,ESCUELA N 108 REPUBLICA DE CHILE,Estatal,Rural,RUTA PROV N 2 - KM 19   ,Y4605,1,1,30821,2025,0,0,9
Mendoza,500038800,CATAMARCA,Estatal,Rural,BELGRANO S/N   ,M5579,263,4308515,32076,4845,0,0,10
San Juan,700056800,PRESIDENTE JULIO ARGENTINO ROCA,Estatal,Rural,PASO DE LOS ANDES S/N                 MARAYES,J5444,264,4302150,19246,1611,0,0,5
San Juan,700066217,PROPAA -ZONA NORTE- UNID.EDUC.073,Estatal,Urbano,MAESTRO ACIAR S/N  CAMPO AFUERA V° VILLICUM,J5419,,,21970,2224,0,0,3
Buenos Aires,60231400,JARDÍN DE INFANTES MUNICIPAL Nº25,Estatal,Urbano,MANUEL ESTEVEZ E/ A. ROCA Y PINZON 1120  VILLA TRANQUILA,1870,11,4205-9620,30060,3792,0,0,4
Formosa,340013800,EPEP N°191,Estatal,Rural,   EL DIVISADERO,P3624,3716618623,,31984,2715,0,0,3
Santa Fe,820221300,ESCUELA PART. INC. NRO 1168 MARIANO MORENO,Privado,Urbano,MARIANO MORENO 450 VIRGEN NIÑA ,S2347,3562,466291,18032,4485,0,0,9
Chaco,220037800,E.E.P. Nº  333-MTRO. ARGENTINO,Estatal,Rural,  NESTOR KIRCHNER LOTE 17-CIRC.I-SEC.K-CH.4-PC.1B-COL.BAJO HONDO,H3700,0,0,21438,1558,0,0,3
Mendoza,500207902,CENS N° 3-490 SANTA MARIA DEL SILENCIO,Estatal,Urbano,OLASCOAGA 780  ,5600,260,154552829,22708,4833,0,0,8
San Luis,740065700,CENTRO DE FORMACION PROFESIONAL N° 1 OTTO KRAUSE,Estatal,Urbano,DOCTOR ESPERANTO Y ALMAFUERTE  PRINGLES ,5700,,,34776,1630,0,0,6
Tucumán,900218000,ESC. SECUNDARIA EL NOGALITO,Estatal,Rural,   EL NOGALITO,T4105,0,3814465299,28127,1708,0,0,5
Mendoza,500059700,DR. GUILLERMO RAWSON,Estatal,Urbano,AZOPARDO 76 CENTRO CIVICO ,M5501,261,4-220265,28919,3638,0,0,7
Santa Fe,820283100,ESCUELA NRO 1269 MALVINAS ARGENTINAS,Estatal,Rural,RUTA PROVINCIAL NRO 32   ISLETA LINDA,S3061,3491,496180,28197,4238,0,0,8
Tucumán,900042100,COL. LEON XIII DE SAN JOSE,Privado,Urbano,ENTRE RIOS 367  ,T4000,0,4214585,29873,2719,0,0,3
Misiones,540151000,ESC. Nº 894 (Ex Aula Sat. Nº 01: ESC. Nº 195),Estatal,Rural,HIPOLITO YRIGOYEN    HIPOLITO YRIGOYEN Y EL COLONO,N3315,3754,15417292,18542,1643,0,0,8
San Luis,740067300,ESCUELA PUBLICA DIGITAL N° 8 LA CAROLINA,Estatal,Rural,   ,,,,27697,2400,0,0,7
Catamarca,100023500,ESCUELA N° 97,Estatal,Rural,   EL BOSQUESILLO,K5261,,,20479,5000,0,0,9
Santiago del Estero,860088800,ESCUELA Nº 81 PRIMERA JUNTA,Estatal,Rural,   CAÑADA DE LA COSTA,4220,,,23323,2687,0,0,4
Buenos Aires,60385800,INSTITUTO GENERAL DON JOSÉ DE SAN MARTÍN,Privado,Urbano,AVELLANEDA Y RUTA 23 3128  BARRIO LOS PARAISOS,1744,237,468-6405,34038,1945,0,0,8
Santa Fe,820020600,JARDIN DE INFANTES NRO 26 SAN LUIS GONZAGA,Estatal,Urbano,1RO DE MAYO 2328 CENTRO ,S3000,342,4572512,27241,3844,0,0,5
Santa Fe,820063800,ESCUELA NRO 30 DOMINGO GUZMAN SILVA,Estatal,Urbano,RUTA PROVINCIAL NRO 1 KM 13   ,S3001,342,4577100*7100,24286,2199,0,0,3
Corrientes,180044200,ESCUELA Nº 139 AMBROSIO DE ACOSTA,Estatal,Urbano,LAVALLE 4300 BARRIO GUEMES entre las calles Medrano y Río Juramento,W3400,379,154388466,25353,4169,0,0,6
Misiones,540067900,ESC. Nº 403: REP. FEDER. DEL BRASIL,Estatal,Urbano,Lote N° 192- Sección IX   Lote Nº 192- Sección IX,N3360,3755,15525617,34800,2795,0,0,3
San Luis,740055201,ESC. N° 208 DIRECTORA HAYDEE ETCHEVERRY DE SOSA,Estatal,Rural,   ,,266,4452000,26199,1566,0,0,5
Santa Fe,820040600,ESCUELA NRO 961 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,CAMPO HARDY   CALLE VECINAL,S3516,3482,499154,20337,2971,0,0,9
Córdoba,140051802,I.P.E.M. N° 126 ADA E. SIMONETTA - ANEXO COLONIA BISMARCK -,Estatal,Rural,RIVADAVIA 360  COLONIA BISMARK,X2652,3468,493281,33359,4456,0,0,10
San Juan,700070600,COLEGIO PARROQUIAL SAN JUAN BOSCO - CAPACITACION LABORAL,Privado,Rural,RAWSON S/N   VILLA ALEM,J5439,264,4971217,26189,3568,0,0,9
Santiago del Estero,860174100,CENTRO DE EDUCACION BASICA DE ADULTOS Nº095,Estatal,Urbano,JUAN D PERON SN  ESCUELA 1027 CALLE JUAN D. PERON S/N  LOS JURIES,G3763,,,32460,1738,0,0,5
